week,year,quarter,month,week_number,sku,functionality,functionality_code,color,color_code,feat_main_page,feat_main_flag,vendor,weekly_sales,price,revenue
2016-11-07,2016,4,11,45,10,"VR headset",NULL,white,8,TRUE,1,9,7,189.33,1325.31
2016-11-14,2016,4,11,46,10,"VR headset",NULL,white,8,TRUE,1,9,3,186.99,560.97
2016-11-21,2016,4,11,47,10,"VR headset",NULL,white,8,TRUE,1,9,8,186.99,1495.92
2016-11-28,2016,4,11,48,10,"VR headset",NULL,white,8,TRUE,1,9,8,185.99,1487.92
2016-12-05,2016,4,12,49,10,"VR headset",NULL,white,8,TRUE,1,9,11,181.57,1997.27
2016-12-12,2016,4,12,50,10,"VR headset",NULL,white,8,TRUE,1,9,5,185.99,929.95
2016-12-19,2016,4,12,51,10,"VR headset",NULL,white,8,TRUE,1,9,8,184.99,1479.92
2016-12-26,2016,4,12,52,10,"VR headset",NULL,white,8,TRUE,1,9,9,184.99,1664.91
2017-01-02,2017,1,1,1,10,"VR headset",NULL,white,8,TRUE,1,9,10,178.61,1786.10
2017-01-09,2017,1,1,2,10,"VR headset",NULL,white,8,TRUE,1,9,7,184.99,1294.93
2017-01-16,2017,1,1,3,10,"VR headset",NULL,white,8,TRUE,1,9,8,186.99,1495.92
2017-01-23,2017,1,1,4,10,"VR headset",NULL,white,8,TRUE,1,9,6,186.99,1121.94
2017-01-30,2017,1,1,5,10,"VR headset",NULL,white,8,TRUE,1,9,10,186.99,1869.90
2017-02-06,2017,1,2,6,10,"VR headset",NULL,white,8,TRUE,1,9,10,183.41,1834.10
2017-02-13,2017,1,2,7,10,"VR headset",NULL,white,8,TRUE,1,9,8,186.16,1489.28
2017-02-20,2017,1,2,8,10,"VR headset",NULL,white,8,TRUE,1,9,5,185.32,926.60
2017-02-27,2017,1,2,9,10,"VR headset",NULL,white,8,TRUE,1,9,4,184.99,739.96
2017-03-06,2017,1,3,10,10,"VR headset",NULL,white,8,TRUE,1,9,6,186.99,1121.94
2017-03-13,2017,1,3,11,10,"VR headset",NULL,white,8,TRUE,1,9,11,182.49,2007.39
2017-03-20,2017,1,3,12,10,"VR headset",NULL,white,8,TRUE,1,9,7,185.99,1301.93
2017-03-27,2017,1,3,13,10,"VR headset",NULL,white,8,TRUE,1,9,10,182.14,1821.40
2017-04-03,2017,2,4,14,10,"VR headset",NULL,white,8,TRUE,1,9,17,184.27,3132.59
2017-04-10,2017,2,4,15,10,"VR headset",NULL,white,8,TRUE,1,9,13,184.99,2404.87
2017-04-17,2017,2,4,16,10,"VR headset",NULL,white,8,TRUE,1,9,11,189.13,2080.43
2017-04-24,2017,2,4,17,10,"VR headset",NULL,white,8,TRUE,1,9,8,184.99,1479.92
2017-05-01,2017,2,5,18,10,"VR headset",NULL,white,8,TRUE,1,9,15,140.24,2103.60
2017-05-08,2017,2,5,19,10,"VR headset",NULL,white,8,TRUE,1,9,9,130.89,1178.01
2017-05-15,2017,2,5,20,10,"VR headset",NULL,white,8,TRUE,1,9,15,152.99,2294.85
2017-05-22,2017,2,5,21,10,"VR headset",NULL,white,8,TRUE,1,9,13,143.06,1859.78
2017-05-29,2017,2,5,22,10,"VR headset",NULL,white,8,TRUE,1,9,12,185.99,2231.88
2017-06-05,2017,2,6,23,10,"VR headset",NULL,white,8,TRUE,1,9,8,188.19,1505.52
2017-06-12,2017,2,6,24,10,"VR headset",NULL,white,8,TRUE,1,9,8,188.62,1508.96
2017-06-19,2017,2,6,25,10,"VR headset",NULL,white,8,TRUE,1,9,12,187.46,2249.52
2017-06-26,2017,2,6,26,10,"VR headset",NULL,white,8,FALSE,0,9,7,189.39,1325.73
2017-07-03,2017,3,7,27,10,"VR headset",NULL,white,8,TRUE,1,9,29,178.76,5184.04
2017-07-10,2017,3,7,28,10,"VR headset",NULL,white,8,TRUE,1,9,16,188.68,3018.88
2017-07-17,2017,3,7,29,10,"VR headset",NULL,white,8,TRUE,1,9,8,191.49,1531.92
2017-07-24,2017,3,7,30,10,"VR headset",NULL,white,8,TRUE,1,9,16,184.27,2948.32
2017-07-31,2017,3,7,31,10,"VR headset",NULL,white,8,TRUE,1,9,21,186.88,3924.48
2017-08-07,2017,3,8,32,10,"VR headset",NULL,white,8,TRUE,1,9,16,185.99,2975.84
2017-08-14,2017,3,8,33,10,"VR headset",NULL,white,8,TRUE,1,9,15,185.99,2789.85
2017-08-21,2017,3,8,34,10,"VR headset",NULL,white,8,TRUE,1,9,15,183.95,2759.25
2017-08-28,2017,3,8,35,10,"VR headset",NULL,white,8,TRUE,1,9,14,187.84,2629.76
2017-09-04,2017,3,9,36,10,"VR headset",NULL,white,8,TRUE,1,9,16,180.31,2884.96
2017-09-11,2017,3,9,37,10,"VR headset",NULL,white,8,TRUE,1,9,15,181.94,2729.10
2017-09-18,2017,3,9,38,10,"VR headset",NULL,white,8,TRUE,1,9,24,192.33,4615.92
2017-09-25,2017,3,9,39,10,"VR headset",NULL,white,8,TRUE,1,9,18,187.36,3372.48
2017-10-02,2017,4,10,40,10,"VR headset",NULL,white,8,TRUE,1,9,6,197.99,1187.94
2017-10-09,2017,4,10,41,10,"VR headset",NULL,white,8,TRUE,1,9,13,197.99,2573.87
2017-10-16,2017,4,10,42,10,"VR headset",NULL,white,8,TRUE,1,9,5,196.99,984.95
2017-10-23,2017,4,10,43,10,"VR headset",NULL,white,8,FALSE,0,9,7,197.99,1385.93
2017-10-30,2017,4,10,44,10,"VR headset",NULL,white,8,FALSE,0,9,10,196.99,1969.90
2017-11-06,2017,4,11,45,10,"VR headset",NULL,white,8,FALSE,0,9,12,196.99,2363.88
2017-11-13,2017,4,11,46,10,"VR headset",NULL,white,8,FALSE,0,9,15,195.99,2939.85
2017-11-20,2017,4,11,47,10,"VR headset",NULL,white,8,FALSE,0,9,11,195.99,2155.89
2017-11-27,2017,4,11,48,10,"VR headset",NULL,white,8,FALSE,0,9,5,196.99,984.95
2017-12-04,2017,4,12,49,10,"VR headset",NULL,white,8,FALSE,0,9,8,197.99,1583.92
2017-12-11,2017,4,12,50,10,"VR headset",NULL,white,8,FALSE,0,9,16,196.99,3151.84
2017-12-18,2017,4,12,51,10,"VR headset",NULL,white,8,FALSE,0,9,13,195.99,2547.87
2017-12-25,2017,4,12,52,10,"VR headset",NULL,white,8,FALSE,0,9,12,195.99,2351.88
2018-01-01,2018,1,1,0,10,"VR headset",NULL,white,8,FALSE,0,9,7,197.99,1385.93
2018-01-08,2018,1,1,1,10,"VR headset",NULL,white,8,FALSE,0,9,16,196.99,3151.84
2018-01-15,2018,1,1,2,10,"VR headset",NULL,white,8,FALSE,0,9,10,196.99,1969.90
2018-01-22,2018,1,1,3,10,"VR headset",NULL,white,8,FALSE,0,9,7,195.99,1371.93
2018-01-29,2018,1,1,4,10,"VR headset",NULL,white,8,TRUE,1,9,14,197.99,2771.86
2018-02-05,2018,1,2,5,10,"VR headset",NULL,white,8,FALSE,0,9,12,168.70,2024.40
2018-02-12,2018,1,2,6,10,"VR headset",NULL,white,8,TRUE,1,9,11,195.99,2155.89
2018-02-19,2018,1,2,7,10,"VR headset",NULL,white,8,TRUE,1,9,18,196.94,3544.92
2018-02-26,2018,1,2,8,10,"VR headset",NULL,white,8,TRUE,1,9,12,197.99,2375.88
2018-03-05,2018,1,3,9,10,"VR headset",NULL,white,8,TRUE,1,9,13,195.99,2547.87
2018-03-12,2018,1,3,10,10,"VR headset",NULL,white,8,TRUE,1,9,14,194.41,2721.74
2018-03-19,2018,1,3,11,10,"VR headset",NULL,white,8,TRUE,1,9,13,197.99,2573.87
2018-03-26,2018,1,3,12,10,"VR headset",NULL,white,8,TRUE,1,9,16,195.99,3135.84
2018-04-02,2018,2,4,13,10,"VR headset",NULL,white,8,TRUE,1,9,15,195.99,2939.85
2018-04-09,2018,2,4,14,10,"VR headset",NULL,white,8,TRUE,1,9,10,197.99,1979.90
2018-04-16,2018,2,4,15,10,"VR headset",NULL,white,8,TRUE,1,9,13,195.42,2540.46
2018-04-23,2018,2,4,16,10,"VR headset",NULL,white,8,TRUE,1,9,11,196.99,2166.89
2018-04-30,2018,2,4,17,10,"VR headset",NULL,white,8,TRUE,1,9,14,195.99,2743.86
2018-05-07,2018,2,5,18,10,"VR headset",NULL,white,8,TRUE,1,9,21,196.99,4136.79
2018-05-14,2018,2,5,19,10,"VR headset",NULL,white,8,TRUE,1,9,20,195.99,3919.80
2018-05-21,2018,2,5,20,10,"VR headset",NULL,white,8,FALSE,0,9,12,195.99,2351.88
2018-05-28,2018,2,5,21,10,"VR headset",NULL,white,8,TRUE,1,9,16,196.99,3151.84
2018-06-04,2018,2,6,22,10,"VR headset",NULL,white,8,FALSE,0,9,16,195.99,3135.84
2018-06-11,2018,2,6,23,10,"VR headset",NULL,white,8,FALSE,0,9,15,197.99,2969.85
2018-06-18,2018,2,6,24,10,"VR headset",NULL,white,8,TRUE,1,9,18,196.77,3541.86
2018-06-25,2018,2,6,25,10,"VR headset",NULL,white,8,TRUE,1,9,33,197.58,6520.14
2018-07-02,2018,3,7,26,10,"VR headset",NULL,white,8,TRUE,1,9,12,197.99,2375.88
2018-07-09,2018,3,7,27,10,"VR headset",NULL,white,8,FALSE,0,9,16,191.67,3066.72
2018-07-16,2018,3,7,28,10,"VR headset",NULL,white,8,TRUE,1,9,29,187.11,5426.19
2018-07-23,2018,3,7,29,10,"VR headset",NULL,white,8,FALSE,0,9,37,187.58,6940.46
2018-07-30,2018,3,7,30,10,"VR headset",NULL,white,8,TRUE,1,9,75,189.70,14227.50
2018-08-06,2018,3,8,31,10,"VR headset",NULL,white,8,TRUE,1,9,29,196.30,5692.70
2018-08-13,2018,3,8,32,10,"VR headset",NULL,white,8,TRUE,1,9,25,195.06,4876.50
2018-08-20,2018,3,8,33,10,"VR headset",NULL,white,8,FALSE,0,9,20,195.52,3910.40
2018-08-27,2018,3,8,34,10,"VR headset",NULL,white,8,TRUE,1,9,26,195.99,5095.74
2018-09-03,2018,3,9,35,10,"VR headset",NULL,white,8,TRUE,1,9,18,192.57,3466.26
2018-09-10,2018,3,9,36,10,"VR headset",NULL,white,8,FALSE,0,9,43,183.26,7880.18
2018-09-17,2018,3,9,37,10,"VR headset",NULL,white,8,FALSE,0,9,41,179.82,7372.62
2018-09-24,2018,3,9,38,10,"VR headset",NULL,white,8,FALSE,0,9,42,192.13,8069.46
2016-10-31,2016,4,10,44,11,"Streaming sticks",1,black,1,FALSE,0,10,28,32.99,923.72
2016-11-07,2016,4,11,45,11,"Streaming sticks",1,black,1,FALSE,0,10,24,32.99,791.76
2016-11-14,2016,4,11,46,11,"Streaming sticks",1,black,1,FALSE,0,10,17,31.99,543.83
2016-11-21,2016,4,11,47,11,"Streaming sticks",1,black,1,FALSE,0,10,17,30.99,526.83
2016-11-28,2016,4,11,48,11,"Streaming sticks",1,black,1,FALSE,0,10,31,30.99,960.69
2016-12-05,2016,4,12,49,11,"Streaming sticks",1,black,1,FALSE,0,10,19,30.99,588.81
2016-12-12,2016,4,12,50,11,"Streaming sticks",1,black,1,FALSE,0,10,19,29.31,556.89
2016-12-19,2016,4,12,51,11,"Streaming sticks",1,black,1,FALSE,0,10,21,32.35,679.35
2016-12-26,2016,4,12,52,11,"Streaming sticks",1,black,1,FALSE,0,10,16,30.05,480.80
2017-01-02,2017,1,1,1,11,"Streaming sticks",1,black,1,FALSE,0,10,17,31.99,543.83
2017-01-09,2017,1,1,2,11,"Streaming sticks",1,black,1,FALSE,0,10,31,30.79,954.49
2017-01-16,2017,1,1,3,11,"Streaming sticks",1,black,1,FALSE,0,10,39,32.99,1286.61
2017-01-23,2017,1,1,4,11,"Streaming sticks",1,black,1,FALSE,0,10,19,30.99,588.81
2017-01-30,2017,1,1,5,11,"Streaming sticks",1,black,1,FALSE,0,10,11,32.99,362.89
2017-02-06,2017,1,2,6,11,"Streaming sticks",1,black,1,FALSE,0,10,18,31.99,575.82
2017-02-13,2017,1,2,7,11,"Streaming sticks",1,black,1,FALSE,0,10,18,31.99,575.82
2017-02-20,2017,1,2,8,11,"Streaming sticks",1,black,1,FALSE,0,10,28,31.99,895.72
2017-02-27,2017,1,2,9,11,"Streaming sticks",1,black,1,FALSE,0,10,10,31.85,318.50
2017-03-06,2017,1,3,10,11,"Streaming sticks",1,black,1,FALSE,0,10,8,32.99,263.92
2017-03-13,2017,1,3,11,11,"Streaming sticks",1,black,1,FALSE,0,10,11,32.43,356.73
2017-03-20,2017,1,3,12,11,"Streaming sticks",1,black,1,FALSE,0,10,18,30.99,557.82
2017-03-27,2017,1,3,13,11,"Streaming sticks",1,black,1,FALSE,0,10,16,32.99,527.84
2017-04-03,2017,2,4,14,11,"Streaming sticks",1,black,1,FALSE,0,10,8,31.99,255.92
2017-04-10,2017,2,4,15,11,"Streaming sticks",1,black,1,FALSE,0,10,23,31.99,735.77
2017-04-17,2017,2,4,16,11,"Streaming sticks",1,black,1,FALSE,0,10,27,30.99,836.73
2017-04-24,2017,2,4,17,11,"Streaming sticks",1,black,1,FALSE,0,10,14,30.99,433.86
2017-05-01,2017,2,5,18,11,"Streaming sticks",1,black,1,FALSE,0,10,273,30.99,8460.27
2017-05-08,2017,2,5,19,11,"Streaming sticks",1,black,1,FALSE,0,10,14,32.99,461.86
2017-05-15,2017,2,5,20,11,"Streaming sticks",1,black,1,FALSE,0,10,19,30.99,588.81
2017-05-22,2017,2,5,21,11,"Streaming sticks",1,black,1,FALSE,0,10,14,31.99,447.86
2017-05-29,2017,2,5,22,11,"Streaming sticks",1,black,1,FALSE,0,10,25,31.99,799.75
2017-06-05,2017,2,6,23,11,"Streaming sticks",1,black,1,FALSE,0,10,21,31.99,671.79
2017-06-12,2017,2,6,24,11,"Streaming sticks",1,black,1,FALSE,0,10,114,32.99,3760.86
2017-06-19,2017,2,6,25,11,"Streaming sticks",1,black,1,FALSE,0,10,12,31.40,376.80
2017-06-26,2017,2,6,26,11,"Streaming sticks",1,black,1,FALSE,0,10,18,30.99,557.82
2017-07-03,2017,3,7,27,11,"Streaming sticks",1,black,1,FALSE,0,10,14,30.99,433.86
2017-07-10,2017,3,7,28,11,"Streaming sticks",1,black,1,FALSE,0,10,121,27.86,3371.06
2017-07-17,2017,3,7,29,11,"Streaming sticks",1,black,1,FALSE,0,10,174,27.49,4783.26
2017-07-24,2017,3,7,30,11,"Streaming sticks",1,black,1,FALSE,0,10,93,27.49,2556.57
2017-07-31,2017,3,7,31,11,"Streaming sticks",1,black,1,FALSE,0,10,31,26.49,821.19
2017-08-07,2017,3,8,32,11,"Streaming sticks",1,black,1,TRUE,1,10,114,26.49,3019.86
2017-08-14,2017,3,8,33,11,"Streaming sticks",1,black,1,FALSE,0,10,132,22.54,2975.28
2017-08-21,2017,3,8,34,11,"Streaming sticks",1,black,1,FALSE,0,10,27,27.25,735.75
2017-08-28,2017,3,8,35,11,"Streaming sticks",1,black,1,FALSE,0,10,23,29.25,672.75
2017-09-04,2017,3,9,36,11,"Streaming sticks",1,black,1,FALSE,0,10,7,29.25,204.75
2017-09-11,2017,3,9,37,11,"Streaming sticks",1,black,1,FALSE,0,10,68,27.25,1853.00
2017-09-18,2017,3,9,38,11,"Streaming sticks",1,black,1,FALSE,0,10,27,27.25,735.75
2017-09-25,2017,3,9,39,11,"Streaming sticks",1,black,1,FALSE,0,10,28,28.12,787.36
2017-10-02,2017,4,10,40,11,"Streaming sticks",1,black,1,FALSE,0,10,13,30.17,392.21
2017-10-09,2017,4,10,41,11,"Streaming sticks",1,black,1,FALSE,0,10,20,28.44,568.80
2017-10-16,2017,4,10,42,11,"Streaming sticks",1,black,1,FALSE,0,10,79,29.29,2313.91
2017-10-23,2017,4,10,43,11,"Streaming sticks",1,black,1,FALSE,0,10,102,32.37,3301.74
2017-10-30,2017,4,10,44,11,"Streaming sticks",1,black,1,FALSE,0,10,13,31.66,411.58
2017-11-06,2017,4,11,45,11,"Streaming sticks",1,black,1,FALSE,0,10,51,28.69,1463.19
2017-11-13,2017,4,11,46,11,"Streaming sticks",1,black,1,FALSE,0,10,87,27.69,2409.03
2017-11-20,2017,4,11,47,11,"Streaming sticks",1,black,1,FALSE,0,10,36,27.86,1002.96
2017-11-27,2017,4,11,48,11,"Streaming sticks",1,black,1,FALSE,0,10,53,28.69,1520.57
2017-12-04,2017,4,12,49,11,"Streaming sticks",1,black,1,FALSE,0,10,11,25.98,285.78
2017-12-11,2017,4,12,50,11,"Streaming sticks",1,black,1,FALSE,0,10,41,27.69,1135.29
2017-12-18,2017,4,12,51,11,"Streaming sticks",1,black,1,FALSE,0,10,155,29.69,4601.95
2017-12-25,2017,4,12,52,11,"Streaming sticks",1,black,1,FALSE,0,10,67,27.69,1855.23
2018-01-01,2018,1,1,0,11,"Streaming sticks",1,black,1,FALSE,0,10,22,29.69,653.18
2018-01-08,2018,1,1,1,11,"Streaming sticks",1,black,1,FALSE,0,10,93,28.74,2672.82
2018-01-15,2018,1,1,2,11,"Streaming sticks",1,black,1,FALSE,0,10,61,30.45,1857.45
2018-01-22,2018,1,1,3,11,"Streaming sticks",1,black,1,FALSE,0,10,20,29.45,589.00
2018-01-29,2018,1,1,4,11,"Streaming sticks",1,black,1,FALSE,0,10,18,31.45,566.10
2018-02-05,2018,1,2,5,11,"Streaming sticks",1,black,1,FALSE,0,10,77,30.45,2344.65
2018-02-12,2018,1,2,6,11,"Streaming sticks",1,black,1,FALSE,0,10,22,30.45,669.90
2018-02-19,2018,1,2,7,11,"Streaming sticks",1,black,1,FALSE,0,10,27,30.45,822.15
2018-02-26,2018,1,2,8,11,"Streaming sticks",1,black,1,FALSE,0,10,24,31.08,745.92
2018-03-05,2018,1,3,9,11,"Streaming sticks",1,black,1,FALSE,0,10,30,29.45,883.50
2018-03-12,2018,1,3,10,11,"Streaming sticks",1,black,1,FALSE,0,10,35,31.45,1100.75
2018-03-19,2018,1,3,11,11,"Streaming sticks",1,black,1,FALSE,0,10,24,30.29,726.96
2018-03-26,2018,1,3,12,11,"Streaming sticks",1,black,1,FALSE,0,10,304,23.23,7061.92
2018-04-02,2018,2,4,13,11,"Streaming sticks",1,black,1,FALSE,0,10,208,17.91,3725.28
2018-04-09,2018,2,4,14,11,"Streaming sticks",1,black,1,FALSE,0,10,109,28.17,3070.53
2018-04-16,2018,2,4,15,11,"Streaming sticks",1,black,1,FALSE,0,10,26,29.45,765.70
2018-04-23,2018,2,4,16,11,"Streaming sticks",1,black,1,FALSE,0,10,32,30.45,974.40
2018-04-30,2018,2,4,17,11,"Streaming sticks",1,black,1,FALSE,0,10,34,31.37,1066.58
2018-05-07,2018,2,5,18,11,"Streaming sticks",1,black,1,FALSE,0,10,140,30.45,4263.00
2018-05-14,2018,2,5,19,11,"Streaming sticks",1,black,1,FALSE,0,10,30,30.34,910.20
2018-05-21,2018,2,5,20,11,"Streaming sticks",1,black,1,FALSE,0,10,28,30.45,852.60
2018-05-28,2018,2,5,21,11,"Streaming sticks",1,black,1,FALSE,0,10,106,30.45,3227.70
2018-06-04,2018,2,6,22,11,"Streaming sticks",1,black,1,FALSE,0,10,41,23.90,979.90
2018-06-11,2018,2,6,23,11,"Streaming sticks",1,black,1,FALSE,0,10,34,37.56,1277.04
2018-06-18,2018,2,6,24,11,"Streaming sticks",1,black,1,FALSE,0,10,26,30.55,794.30
2018-06-25,2018,2,6,25,11,"Streaming sticks",1,black,1,FALSE,0,10,168,17.64,2963.52
2018-07-02,2018,3,7,26,11,"Streaming sticks",1,black,1,FALSE,0,10,231,20.45,4723.95
2018-07-09,2018,3,7,27,11,"Streaming sticks",1,black,1,FALSE,0,10,37,27.92,1033.04
2018-07-16,2018,3,7,28,11,"Streaming sticks",1,black,1,FALSE,0,10,34,30.14,1024.76
2018-07-23,2018,3,7,29,11,"Streaming sticks",1,black,1,FALSE,0,10,39,21.37,833.43
2018-07-30,2018,3,7,30,11,"Streaming sticks",1,black,1,FALSE,0,10,167,20.05,3348.35
2018-08-06,2018,3,8,31,11,"Streaming sticks",1,black,1,FALSE,0,10,114,19.00,2166.00
2018-08-13,2018,3,8,32,11,"Streaming sticks",1,black,1,FALSE,0,10,95,18.10,1719.50
2018-08-20,2018,3,8,33,11,"Streaming sticks",1,black,1,FALSE,0,10,156,21.46,3347.76
2018-08-27,2018,3,8,34,11,"Streaming sticks",1,black,1,FALSE,0,10,42,21.99,923.58
2018-09-03,2018,3,9,35,11,"Streaming sticks",1,black,1,FALSE,0,10,55,19.28,1060.40
2018-09-10,2018,3,9,36,11,"Streaming sticks",1,black,1,FALSE,0,10,54,19.61,1058.94
2018-09-17,2018,3,9,37,11,"Streaming sticks",1,black,1,FALSE,0,10,179,19.04,3408.16
2018-09-24,2018,3,9,38,11,"Streaming sticks",1,black,1,FALSE,0,10,135,21.76,2937.60
2016-10-31,2016,4,10,44,12,"Streaming sticks",1,black,1,FALSE,0,6,11,63.99,703.89
2016-11-07,2016,4,11,45,12,"Streaming sticks",1,black,1,FALSE,0,6,9,63.99,575.91
2016-11-14,2016,4,11,46,12,"Streaming sticks",1,black,1,FALSE,0,6,8,63.99,511.92
2016-11-21,2016,4,11,47,12,"Streaming sticks",1,black,1,TRUE,1,6,51,41.59,2121.09
2016-11-28,2016,4,11,48,12,"Streaming sticks",1,black,1,TRUE,1,6,23,45.31,1042.13
2016-12-05,2016,4,12,49,12,"Streaming sticks",1,black,1,FALSE,0,6,8,135.91,1087.28
2016-12-12,2016,4,12,50,12,"Streaming sticks",1,black,1,TRUE,1,6,37,42.99,1590.63
2016-12-19,2016,4,12,51,12,"Streaming sticks",1,black,1,TRUE,1,6,27,53.55,1445.85
2016-12-26,2016,4,12,52,12,"Streaming sticks",1,black,1,FALSE,0,6,8,88.74,709.92
2017-01-02,2017,1,1,1,12,"Streaming sticks",1,black,1,TRUE,1,6,178,30.99,5516.22
2017-01-09,2017,1,1,2,12,"Streaming sticks",1,black,1,TRUE,1,6,750,32.01,24007.50
2017-01-16,2017,1,1,3,12,"Streaming sticks",1,black,1,TRUE,1,6,16,50.79,812.64
2017-01-23,2017,1,1,4,12,"Streaming sticks",1,black,1,TRUE,1,6,26,44.26,1150.76
2017-01-30,2017,1,1,5,12,"Streaming sticks",1,black,1,TRUE,1,6,13,61.68,801.84
2017-02-06,2017,1,2,6,12,"Streaming sticks",1,black,1,FALSE,0,6,12,65.99,791.88
2017-02-13,2017,1,2,7,12,"Streaming sticks",1,black,1,FALSE,0,6,18,63.49,1142.82
2017-02-20,2017,1,2,8,12,"Streaming sticks",1,black,1,FALSE,0,6,13,59.10,768.30
2017-02-27,2017,1,2,9,12,"Streaming sticks",1,black,1,TRUE,1,6,32,43.99,1407.68
2017-03-06,2017,1,3,10,12,"Streaming sticks",1,black,1,FALSE,0,6,11,63.99,703.89
2017-03-13,2017,1,3,11,12,"Streaming sticks",1,black,1,TRUE,1,6,23,43.99,1011.77
2017-03-20,2017,1,3,12,12,"Streaming sticks",1,black,1,TRUE,1,6,20,41.99,839.80
2017-03-27,2017,1,3,13,12,"Streaming sticks",1,black,1,FALSE,0,6,9,60.70,546.30
2017-04-03,2017,2,4,14,12,"Streaming sticks",1,black,1,FALSE,0,6,13,63.83,829.79
2017-04-10,2017,2,4,15,12,"Streaming sticks",1,black,1,FALSE,0,6,14,63.02,882.28
2017-04-17,2017,2,4,16,12,"Streaming sticks",1,black,1,FALSE,0,6,11,65.13,716.43
2017-04-24,2017,2,4,17,12,"Streaming sticks",1,black,1,FALSE,0,6,6,59.92,359.52
2017-05-01,2017,2,5,18,12,"Streaming sticks",1,black,1,FALSE,0,6,15,57.28,859.20
2017-05-08,2017,2,5,19,12,"Streaming sticks",1,black,1,FALSE,0,6,7,56.75,397.25
2017-05-15,2017,2,5,20,12,"Streaming sticks",1,black,1,FALSE,0,6,14,54.37,761.18
2017-05-22,2017,2,5,21,12,"Streaming sticks",1,black,1,FALSE,0,6,13,57.49,747.37
2017-05-29,2017,2,5,22,12,"Streaming sticks",1,black,1,FALSE,0,6,5,63.99,319.95
2017-06-05,2017,2,6,23,12,"Streaming sticks",1,black,1,FALSE,0,6,12,63.26,759.12
2017-06-12,2017,2,6,24,12,"Streaming sticks",1,black,1,FALSE,0,6,13,65.99,857.87
2017-06-19,2017,2,6,25,12,"Streaming sticks",1,black,1,FALSE,0,6,12,63.81,765.72
2017-06-26,2017,2,6,26,12,"Streaming sticks",1,black,1,FALSE,0,6,13,62.67,814.71
2017-07-03,2017,3,7,27,12,"Streaming sticks",1,black,1,FALSE,0,6,10,62.76,627.60
2017-07-10,2017,3,7,28,12,"Streaming sticks",1,black,1,FALSE,0,6,13,61.68,801.84
2017-07-17,2017,3,7,29,12,"Streaming sticks",1,black,1,FALSE,0,6,14,63.82,893.48
2017-07-24,2017,3,7,30,12,"Streaming sticks",1,black,1,FALSE,0,6,14,64.61,904.54
2017-07-31,2017,3,7,31,12,"Streaming sticks",1,black,1,FALSE,0,6,6,53.96,323.76
2017-08-07,2017,3,8,32,12,"Streaming sticks",1,black,1,FALSE,0,6,13,60.79,790.27
2017-08-14,2017,3,8,33,12,"Streaming sticks",1,black,1,FALSE,0,6,16,59.43,950.88
2017-08-21,2017,3,8,34,12,"Streaming sticks",1,black,1,FALSE,0,6,19,62.39,1185.41
2017-08-28,2017,3,8,35,12,"Streaming sticks",1,black,1,FALSE,0,6,11,61.27,673.97
2017-09-04,2017,3,9,36,12,"Streaming sticks",1,black,1,FALSE,0,6,21,33.49,703.29
2017-09-11,2017,3,9,37,12,"Streaming sticks",1,black,1,TRUE,1,6,579,31.96,18504.84
2017-09-18,2017,3,9,38,12,"Streaming sticks",1,black,1,FALSE,0,6,14,51.24,717.36
2017-09-25,2017,3,9,39,12,"Streaming sticks",1,black,1,TRUE,1,6,16,51.20,819.20
2017-10-02,2017,4,10,40,12,"Streaming sticks",1,black,1,TRUE,1,6,12,46.92,563.04
2017-10-09,2017,4,10,41,12,"Streaming sticks",1,black,1,FALSE,0,6,10,63.50,635.00
2017-10-16,2017,4,10,42,12,"Streaming sticks",1,black,1,FALSE,0,6,19,62.40,1185.60
2017-10-23,2017,4,10,43,12,"Streaming sticks",1,black,1,FALSE,0,6,12,64.92,779.04
2017-10-30,2017,4,10,44,12,"Streaming sticks",1,black,1,FALSE,0,6,5,65.99,329.95
2017-11-06,2017,4,11,45,12,"Streaming sticks",1,black,1,FALSE,0,6,14,54.99,769.86
2017-11-13,2017,4,11,46,12,"Streaming sticks",1,black,1,FALSE,0,6,10,43.99,439.90
2017-11-20,2017,4,11,47,12,"Streaming sticks",1,black,1,FALSE,0,6,69,46.66,3219.54
2017-11-27,2017,4,11,48,12,"Streaming sticks",1,black,1,FALSE,0,6,34,44.13,1500.42
2017-12-04,2017,4,12,49,12,"Streaming sticks",1,black,1,FALSE,0,6,10,60.61,606.10
2017-12-11,2017,4,12,50,12,"Streaming sticks",1,black,1,FALSE,0,6,10,64.56,645.60
2017-12-18,2017,4,12,51,12,"Streaming sticks",1,black,1,FALSE,0,6,8,66.97,535.76
2017-12-25,2017,4,12,52,12,"Streaming sticks",1,black,1,FALSE,0,6,9,64.13,577.17
2018-01-01,2018,1,1,0,12,"Streaming sticks",1,black,1,FALSE,0,6,31,46.94,1455.14
2018-01-08,2018,1,1,1,12,"Streaming sticks",1,black,1,FALSE,0,6,86,34.03,2926.58
2018-01-15,2018,1,1,2,12,"Streaming sticks",1,black,1,FALSE,0,6,18,53.99,971.82
2018-01-22,2018,1,1,3,12,"Streaming sticks",1,black,1,FALSE,0,6,9,65.99,593.91
2018-01-29,2018,1,1,4,12,"Streaming sticks",1,black,1,FALSE,0,6,17,60.28,1024.76
2018-02-05,2018,1,2,5,12,"Streaming sticks",1,black,1,FALSE,0,6,22,54.30,1194.60
